-5.709923664122138, -0.4580152671755725
-5.709923664122138, -0.4580152671755725
-4.427480916030534, -2.8091603053435112
-4.427480916030534, -2.8091603053435112
-5.648854961832061, -1.6488549618320612
-5.648854961832061, -1.6488549618320612
-2.2595419847328246, -3.2977099236641223
-2.2595419847328246, -3.2977099236641223
-4.427480916030534, -2.9923664122137406
-4.427480916030534, -2.9923664122137406
-2.5343511450381677, -3.3587786259541983
-2.5343511450381677, -3.3587786259541983
-3.480916030534351, -1.6793893129770991
-3.480916030534351, -1.6793893129770991
-4.641221374045801, -1.984732824427481
-4.641221374045801, -1.984732824427481
-4.183206106870229, -1.5267175572519085
-4.183206106870229, -1.5267175572519085
-4.061068702290076, -0.15267175572519084

# File on Raspberry Pi includes ~16,424 induvidual data peices. This is only 40 of those 16,000
